text,emotion
"A while ago this place used to be Sunrise. My husband and I decided to try this place out since it is pretty close to where we live. There are not a lot of good breakfast restaurants in our area. The inside of this place still looks exactly like the restaurant that was previously there. The staff was nice. The food we ordered was bland. No flavor.  Very basic. I ordered from their breakfast menu. Got the basics. Eggs, toast, grits and bacon. My husband ordered off the lunch menu and got some sort of sandwich. I can't remember what he ordered exactly but it was like a French dip sandwich. He also said it was pretty tasteless. We may try this place again. The prices were great. Maybe we will try something else on the menu next time.",neutral
i feel that it is important to compartmentalize my data programs users etc into different partitions as a result of this so that some will be encryption protected while others will not so as to benefit from better performance as a result of not being encrypted,fun
Great place for a laugh but falls a bit short on food. While attending a show we decided to get a couple of drinks (they have a 2 drink minimum) and an appetizer which we ended getting the bruschetta which was to soggy but good in flavor. We also ended getting their drink of the night which included a free souvenir glass and a voucher for 2 free tickets for a following show. The drink was not to par with taste and strengh. The venue is great and the service was also good. Will be back and order some more food just to give it another chance.,neutral
i grieve my losses and then feel ashamed because the little way has the essential component of my life well lived i get to tell someone about jesus love,sadness
i feel like i m frolicking away precious time to do something for my future,fun
i married within a year or two of these times so im still alive now and feeling very blessed to still be alive about years later now,happiness
i have been feeling overwhelmed and time poor,surprise
i feel like in a way i kinda shocked my body by changing my calorie intake,surprise
i feel that neither of those two possibilities speaks to the delicate complexity of how both serbian and english mix decimate and reassemble me through every word every breath in my life here in the diaspora,happiness
i cannot help but feel somewhat insulted by all of this,hate
"Great location and apartments are modern and good quality. But, the management of the building could be more professional. Elevator is regularly out of service. Alarm systems were blaring in stairwells for 3 months without being addressed. Maintenance enters apartments every 4-6 weeks for service that could be grouped together. Charges are added to lease bills without notice.   At one point, maintenance entered our apartment while my girlfriend was in the shower to replace a window and refused to exit when she asked them to.  There's not too many options in the Flats area at this price and quality level, so take what you will from it.",neutral
